,State,Year,Quater,Transaction_area,Registered_Users
1513,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,daman,18677
1514,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,2553
1515,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,dadra and nagar haveli,43085
1516,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,daman,25144
1517,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,3229
1518,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,dadra and nagar haveli,55626
1519,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,daman,32651
1520,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,3830
1521,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,dadra and nagar haveli,69833
1522,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,daman,42069
1523,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,4609
1524,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,dadra and nagar haveli,83987
1525,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,daman,51093
1526,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,5452
1527,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,dadra and nagar haveli,94382
1528,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,daman,58005
1529,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,6193
1530,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,dadra and nagar haveli,105329
1531,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,daman,64854
1532,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,diu,6746
1533,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,dadra and nagar haveli,117805
1534,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,daman,72470
1535,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,diu,7323
1536,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,dadra and nagar haveli,130255
1537,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,daman,80329
1538,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,diu,7912
1539,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,dadra and nagar haveli,146003
1540,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,daman,90016
1541,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,diu,8795
1542,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,dadra and nagar haveli,160183
1543,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,daman,98108
1544,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,diu,9655
1545,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,dadra and nagar haveli,177432
1546,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,daman,108511
1547,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,diu,10550
1548,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,dadra and nagar haveli,192262
1549,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,daman,117728
1550,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,diu,11406
1551,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,dadra and nagar haveli,206516
1552,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,daman,126258
1553,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,diu,12220
1554,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,dadra and nagar haveli,222731
1555,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,daman,135976
1556,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,diu,13167
1557,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,dadra and nagar haveli,239110
1558,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,daman,145806
1559,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,diu,14047
1560,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,dadra and nagar haveli,254577
1561,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,daman,155029
1562,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,diu,14964
1563,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,dadra and nagar haveli,269344
1564,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,daman,163861
1565,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,diu,15811
1566,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,dadra and nagar haveli,284923
1567,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,daman,173219
1568,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,diu,16665
1569,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,dadra and nagar haveli,300217
1570,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,daman,182481
1571,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu,17427
1572,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,dadra and nagar haveli,314951
1573,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,daman,191432
1574,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,diu,18234
1575,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,dadra and nagar haveli,328125
1576,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,daman,199267
1577,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,diu,18972
1578,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,dadra and nagar haveli,341846
1579,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,daman,207437
1580,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,diu,19752
1581,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,dadra and nagar haveli,354944
1582,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,daman,215319
1583,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,diu,20497
1584,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,dadra and nagar haveli,370071
1585,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,daman,224463
1586,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,diu,21329
1587,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,dadra and nagar haveli,385068
1588,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,daman,233446
1589,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,diu,22210
1590,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,dadra and nagar haveli,381007
1591,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,daman,225491
1592,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,diu,21317
1593,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,dadra and nagar haveli,390650
1594,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,daman,231834
1595,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,diu,22066
1596,delhi,2018,1,west,308558
1597,delhi,2018,1,south east delhi,251213
1598,delhi,2018,1,north west,223679
1599,delhi,2018,1,new delhi,212008
1600,delhi,2018,1,central delhi,202723
1601,delhi,2018,1,south west,179197
1602,delhi,2018,1,north,173622
1603,delhi,2018,1,east,169295
1604,delhi,2018,1,south,156706
1605,delhi,2018,1,shahdara,114549
1606,delhi,2018,2,west,406877
1607,delhi,2018,2,south east delhi,333350
1608,delhi,2018,2,north west,294038
1609,delhi,2018,2,new delhi,282319
1610,delhi,2018,2,central delhi,267154
1611,delhi,2018,2,south west,236789
1612,delhi,2018,2,north,227958
1613,delhi,2018,2,east,221449
1614,delhi,2018,2,south,206935
1615,delhi,2018,2,shahdara,152113
1616,delhi,2018,3,west,515854
1617,delhi,2018,3,south east delhi,423177
1618,delhi,2018,3,north west,376806
1619,delhi,2018,3,new delhi,363140
1620,delhi,2018,3,central delhi,340549
1621,delhi,2018,3,south west,297663
1622,delhi,2018,3,north,290251
1623,delhi,2018,3,east,280847
1624,delhi,2018,3,south,264628
1625,delhi,2018,3,shahdara,192430
1626,delhi,2018,4,west,686653
1627,delhi,2018,4,south east delhi,564640
1628,delhi,2018,4,north west,496928
1629,delhi,2018,4,new delhi,470991
1630,delhi,2018,4,central delhi,446787
1631,delhi,2018,4,south west,393208
1632,delhi,2018,4,north,379177
1633,delhi,2018,4,east,373139
1634,delhi,2018,4,south,344311
1635,delhi,2018,4,shahdara,257785
1636,delhi,2019,1,west,820526
1637,delhi,2019,1,south east delhi,671667
1638,delhi,2019,1,north west,583438
1639,delhi,2019,1,new delhi,558516
1640,delhi,2019,1,central delhi,529918
1641,delhi,2019,1,south west,467571
1642,delhi,2019,1,north,447987
1643,delhi,2019,1,east,439639
1644,delhi,2019,1,south,407519
1645,delhi,2019,1,shahdara,310351
1646,delhi,2019,2,west,919096
1647,delhi,2019,2,south east delhi,749218
1648,delhi,2019,2,north west,649377
1649,delhi,2019,2,new delhi,637526
1650,delhi,2019,2,central delhi,596940
1651,delhi,2019,2,south west,519422
1652,delhi,2019,2,north,502570
1653,delhi,2019,2,east,487121
1654,delhi,2019,2,south,453829
1655,delhi,2019,2,shahdara,352312
1656,delhi,2019,3,west,1008836
1657,delhi,2019,3,south east delhi,821304
1658,delhi,2019,3,north west,709448
1659,delhi,2019,3,new delhi,705546
1660,delhi,2019,3,central delhi,658985
1661,delhi,2019,3,south west,567496
1662,delhi,2019,3,north,554029
1663,delhi,2019,3,east,532254
1664,delhi,2019,3,south,498200
1665,delhi,2019,3,shahdara,391827
1666,delhi,2019,4,west,1081496
1667,delhi,2019,4,south east delhi,883080
1668,delhi,2019,4,north west,758620
1669,delhi,2019,4,new delhi,757888
1670,delhi,2019,4,central delhi,711015
1671,delhi,2019,4,south west,605482
1672,delhi,2019,4,north,598910
1673,delhi,2019,4,east,568283
1674,delhi,2019,4,south,533716
1675,delhi,2019,4,shahdara,425305
1676,delhi,2020,1,west,1160353
1677,delhi,2020,1,south east delhi,947535
1678,delhi,2020,1,north west,814249
1679,delhi,2020,1,new delhi,810489
1680,delhi,2020,1,central delhi,765149
1681,delhi,2020,1,north,648654
1682,delhi,2020,1,south west,644981
1683,delhi,2020,1,east,604768
1684,delhi,2020,1,south,570329
1685,delhi,2020,1,shahdara,460186
1686,delhi,2020,2,west,1243875
1687,delhi,2020,2,south east delhi,1011931
1688,delhi,2020,2,north west,877218
1689,delhi,2020,2,new delhi,858515
1690,delhi,2020,2,central delhi,821609
1691,delhi,2020,2,north,704186
1692,delhi,2020,2,south west,688199
1693,delhi,2020,2,east,641233
1694,delhi,2020,2,south,608062
1695,delhi,2020,2,shahdara,498710
1696,delhi,2020,3,west,1343895
1697,delhi,2020,3,south east delhi,1088989
1698,delhi,2020,3,north west,946954
1699,delhi,2020,3,new delhi,912051
1700,delhi,2020,3,central delhi,888536
1701,delhi,2020,3,north,763389
1702,delhi,2020,3,south west,739034
1703,delhi,2020,3,east,685955
1704,delhi,2020,3,south,651616
1705,delhi,2020,3,shahdara,543831
1706,delhi,2020,4,west,1451042
1707,delhi,2020,4,south east delhi,1174221
1708,delhi,2020,4,north west,1019187
1709,delhi,2020,4,new delhi,971715
1710,delhi,2020,4,central delhi,962750
1711,delhi,2020,4,north,827019
1712,delhi,2020,4,south west,792331
1713,delhi,2020,4,east,734091
1714,delhi,2020,4,south,699303
1715,delhi,2020,4,shahdara,591192
1716,delhi,2021,1,west,1559112
1717,delhi,2021,1,south east delhi,1260645
1718,delhi,2021,1,north west,1094464
1719,delhi,2021,1,new delhi,1039016
1720,delhi,2021,1,central delhi,1035060
1721,delhi,2021,1,north,890194
1722,delhi,2021,1,south west,849223
1723,delhi,2021,1,east,786308
1724,delhi,2021,1,south,749173
1725,delhi,2021,1,shahdara,636908
1726,delhi,2021,2,west,1666267
1727,delhi,2021,2,south east delhi,1346063
1728,delhi,2021,2,north west,1170137
1729,delhi,2021,2,new delhi,1108471
1730,delhi,2021,2,central delhi,1105640
1731,delhi,2021,2,north,952374
1732,delhi,2021,2,south west,906878
1733,delhi,2021,2,east,839185
1734,delhi,2021,2,south,799590
1735,delhi,2021,2,shahdara,681073
1736,delhi,2021,3,west,1785309
1737,delhi,2021,3,south east delhi,1441462
1738,delhi,2021,3,north west,1254464
1739,delhi,2021,3,new delhi,1185588
1740,delhi,2021,3,central delhi,1184217
1741,delhi,2021,3,north,1022251
1742,delhi,2021,3,south west,971552
1743,delhi,2021,3,east,898137
1744,delhi,2021,3,south,855177
1745,delhi,2021,3,shahdara,730209
1746,delhi,2021,4,west,1905278
1747,delhi,2021,4,south east delhi,1537814
1748,delhi,2021,4,north west,1339480
1749,delhi,2021,4,central delhi,1263911
1750,delhi,2021,4,new delhi,1263818
1751,delhi,2021,4,north,1093028
1752,delhi,2021,4,south west,1036466
1753,delhi,2021,4,east,957392
1754,delhi,2021,4,south,911399
1755,delhi,2021,4,shahdara,779798
1756,delhi,2022,1,west,2017435
1757,delhi,2022,1,south east delhi,1628157
1758,delhi,2022,1,north west,1419688
1759,delhi,2022,1,central delhi,1338465
1760,delhi,2022,1,new delhi,1336911
1761,delhi,2022,1,north,1159277
1762,delhi,2022,1,south west,1097016
1763,delhi,2022,1,east,1013024
1764,delhi,2022,1,south,963775
1765,delhi,2022,1,shahdara,826148
1766,delhi,2022,2,west,2124626
1767,delhi,2022,2,south east delhi,1714507
1768,delhi,2022,2,north west,1496002
1769,delhi,2022,2,central delhi,1409776
1770,delhi,2022,2,new delhi,1406687
1771,delhi,2022,2,north,1222605
1772,delhi,2022,2,south west,1155288
1773,delhi,2022,2,east,1066632
1774,delhi,2022,2,south,1013938
1775,delhi,2022,2,shahdara,870461
1776,delhi,2022,3,west,2235907
1777,delhi,2022,3,south east delhi,1804123
1778,delhi,2022,3,north west,1575473
1779,delhi,2022,3,central delhi,1483786
1780,delhi,2022,3,new delhi,1479669
1781,delhi,2022,3,north,1288507
1782,delhi,2022,3,south west,1215697
1783,delhi,2022,3,east,1121596
1784,delhi,2022,3,south,1065631
1785,delhi,2022,3,shahdara,917096
1786,delhi,2022,4,west,2348063
1787,delhi,2022,4,south east delhi,1894776
1788,delhi,2022,4,north west,1655730
1789,delhi,2022,4,central delhi,1558400
1790,delhi,2022,4,new delhi,1552874
1791,delhi,2022,4,north,1354521
1792,delhi,2022,4,south west,1275864
1793,delhi,2022,4,east,1177294
1794,delhi,2022,4,south,1117981
1795,delhi,2022,4,shahdara,963656
1796,delhi,2023,1,west,2453869
1797,delhi,2023,1,south east delhi,1980915
1798,delhi,2023,1,north west,1731494
1799,delhi,2023,1,central delhi,1629248
1800,delhi,2023,1,new delhi,1622600
1801,delhi,2023,1,north,1416994
1802,delhi,2023,1,south west,1333347
1803,delhi,2023,1,east,1230290
1804,delhi,2023,1,south,1167338
1805,delhi,2023,1,shahdara,1007880
1806,delhi,2023,2,west,2546575
1807,delhi,2023,2,south east delhi,2055408
1808,delhi,2023,2,north west,1798636
1809,delhi,2023,2,central delhi,1690547
1810,delhi,2023,2,new delhi,1682305
1811,delhi,2023,2,north,1471979
1812,delhi,2023,2,south west,1383364
1813,delhi,2023,2,east,1275831
1814,delhi,2023,2,south,1209741
1815,delhi,2023,2,shahdara,1046614
1816,delhi,2023,3,west,2641529
1817,delhi,2023,3,south east delhi,2133173
1818,delhi,2023,3,north west,1866671
1819,delhi,2023,3,central delhi,1754227
1820,delhi,2023,3,new delhi,1744588
1821,delhi,2023,3,north,1528582
1822,delhi,2023,3,south west,1435544
1823,delhi,2023,3,east,1322844
1824,delhi,2023,3,south,1254751
1825,delhi,2023,3,shahdara,1086372
1826,delhi,2023,4,west,2732926
1827,delhi,2023,4,south east delhi,2207076
1828,delhi,2023,4,north west,1933267
1829,delhi,2023,4,central delhi,1815323
1830,delhi,2023,4,new delhi,1803952
1831,delhi,2023,4,north,1583005
1832,delhi,2023,4,south west,1484762
1833,delhi,2023,4,east,1367614
1834,delhi,2023,4,south,1296849
1835,delhi,2023,4,shahdara,1124343
1836,delhi,2024,1,west,2837958
1837,delhi,2024,1,south east delhi,2291746
1838,delhi,2024,1,north west,2008098
1839,delhi,2024,1,central delhi,1884700
1840,delhi,2024,1,new delhi,1871468
1841,delhi,2024,1,north,1644670
1842,delhi,2024,1,south west,1541622
1843,delhi,2024,1,east,1418866
1844,delhi,2024,1,south,1345231
1845,delhi,2024,1,shahdara,1167913
1846,delhi,2024,2,west,2945032
1847,delhi,2024,2,south east delhi,2378417
1848,delhi,2024,2,north west,2085373
1849,delhi,2024,2,central delhi,1956609
1850,delhi,2024,2,new delhi,1940666
1851,delhi,2024,2,north,1707431
1852,delhi,2024,2,south west,1599704
1853,delhi,2024,2,east,1471663
1854,delhi,2024,2,south,1395197
1855,delhi,2024,2,shahdara,1212695
1856,delhi,2024,3,west,2715492
1857,delhi,2024,3,south east,2262427
1858,delhi,2024,3,central delhi,1990109
1859,delhi,2024,3,north west,1907401
1860,delhi,2024,3,north,1686282
1861,delhi,2024,3,new delhi,1633520
1862,delhi,2024,3,south west,1419174
1863,delhi,2024,3,south,1307337
1864,delhi,2024,3,east,1256144
1865,delhi,2024,3,shahdara,1189211
1866,delhi,2024,4,west,2781222
1867,delhi,2024,4,south east,2320701
1868,delhi,2024,4,central delhi,2040406
1869,delhi,2024,4,north west,1953572
1870,delhi,2024,4,north,1727450
1871,delhi,2024,4,new delhi,1676758
1872,delhi,2024,4,south west,1452225
1873,delhi,2024,4,south,1340531
1874,delhi,2024,4,east,1285131
1875,delhi,2024,4,shahdara,1217468
1876,goa,2018,1,north goa,57769
1877,goa,2018,1,south goa,34167
1878,goa,2018,2,north goa,76192
1879,goa,2018,2,south goa,45982
1880,goa,2018,3,north goa,95307
1881,goa,2018,3,south goa,58495
1882,goa,2018,4,north goa,121001
1883,goa,2018,4,south goa,74349
1884,goa,2019,1,north goa,147802
1885,goa,2019,1,south goa,90350
1886,goa,2019,2,north goa,173002
1887,goa,2019,2,south goa,105938
1888,goa,2019,3,north goa,197361
1889,goa,2019,3,south goa,119833
1890,goa,2019,4,north goa,220385
1891,goa,2019,4,south goa,133161
1892,goa,2020,1,north goa,244309
1893,goa,2020,1,south goa,147591
1894,goa,2020,2,north goa,267533
1895,goa,2020,2,south goa,163106
1896,goa,2020,3,north goa,294195
1897,goa,2020,3,south goa,180767
1898,goa,2020,4,north goa,326479
1899,goa,2020,4,south goa,201105
1900,goa,2021,1,north goa,352593
1901,goa,2021,1,south goa,217442
1902,goa,2021,2,north goa,376703
1903,goa,2021,2,south goa,232403
